Bandit,Reward,Algorithm
3,1.545925917711512,ThompsonSamplingBandit
3,2.560358488233647,ThompsonSamplingBandit
3,4.733193935904325,ThompsonSamplingBandit
3,6.809209059061995,ThompsonSamplingBandit
3,2.6318502046939067,ThompsonSamplingBandit
3,3.8041548109395613,ThompsonSamplingBandit
3,6.649015325442073,ThompsonSamplingBandit
3,4.398268276732175,ThompsonSamplingBandit
3,4.958453462611458,ThompsonSamplingBandit
3,3.7466536349565454,ThompsonSamplingBandit
3,4.3263283053402875,ThompsonSamplingBandit
3,4.879831136056452,ThompsonSamplingBandit
3,3.136489728343167,ThompsonSamplingBandit
3,3.695218195182906,ThompsonSamplingBandit
3,3.4599326558365417,ThompsonSamplingBandit
3,2.359304263983048,ThompsonSamplingBandit
3,4.482868618943151,ThompsonSamplingBandit
3,3.270498419413399,ThompsonSamplingBandit
3,2.0230596254807045,ThompsonSamplingBandit
3,3.2201110225038323,ThompsonSamplingBandit
3,4.384912163661589,ThompsonSamplingBandit
3,2.990658264823699,ThompsonSamplingBandit
3,5.2309027476907595,ThompsonSamplingBandit
3,4.075959454775809,ThompsonSamplingBandit
3,3.21207506600162,ThompsonSamplingBandit
3,4.868496128498154,ThompsonSamplingBandit
3,4.310410652115831,ThompsonSamplingBandit
3,2.1402830418495338,ThompsonSamplingBandit
3,1.55150573256303,ThompsonSamplingBandit
3,4.114016949819953,ThompsonSamplingBandit
3,2.0055127585197488,ThompsonSamplingBandit
